Cumulative_Return
-1206.7509765625
-1206.7509765625
-1464.2001953125
-1324.1513671875
-1433.4013671875
-1262.0517578125
-1135.9501953125
-1135.9501953125
-1110.6494140625
-1058.9501953125
-1046.5986328125
-892.1494140625
-966.5498046875
-885.9501953125
-836.0986328125
-610.7001953125
-477.4990234375
-540.0498046875
-570.2001953125
-505.7490234375
-420.0986328125
-465.8994140625
-594.7001953125
-273.2001953125
-293.7490234375
-219.4990234375
-219.4990234375
-285.2490234375
-321.4990234375
-469.2001953125
-384.9501953125
-361.8994140625
-145.0498046875
-116.3994140625
-116.3994140625
-116.3994140625
23.8994140625
78.0498046875
-38.3505859375
-33.3994140625
-33.3994140625
-115.6494140625
-66.7998046875
-179.5498046875
-178.9990234375
-178.9990234375
-126.6982421875
-372.0986328125
-517.9990234375
-366.5498046875
-401.6982421875
-401.6982421875
-473.4482421875
-793.9970703125
-586.1982421875
-468.4970703125
-468.4970703125
-468.4970703125
-468.4970703125
-376.3486328125
-341.2470703125
-530.8486328125
-581.6474609375
-714.3486328125
-472.5986328125
-659.6474609375
-678.0986328125
-715.5986328125
-617.1982421875
-678.9482421875
-520.4970703125
-408.4482421875
-465.9482421875
-546.1474609375
-455.2470703125
-455.4970703125
-681.8486328125
-969.4482421875
-924.8486328125
-911.6474609375
-911.6474609375
-917.5478515625
-917.5478515625
-917.5478515625
-917.5478515625
-767.3486328125
-745.5986328125
-745.5986328125
-831.1982421875
-672.2490234375
-586.2490234375
-566.2490234375
-657.8994140625
-757.4990234375
-775.3994140625
-1047.7978515625
-1090.8486328125
-1136.2978515625
-1209.3994140625
-1209.3994140625
-1062.4482421875
-1191.4482421875
-918.9990234375
-801.8994140625
-758.9482421875
-758.9482421875
-935.6474609375
-935.6474609375
-1046.6474609375
-1117.7978515625
-1104.3486328125
-1104.3486328125
-1104.3486328125
-1104.3486328125
-1059.9482421875
-1134.9482421875
-1266.7978515625
-1226.1494140625
-1260.1494140625
-1131.1494140625
-852.0986328125
-813.7978515625
-813.7978515625
-771.6982421875
-746.7978515625
-648.5478515625
-558.4482421875
-542.8486328125
-663.9990234375
-710.6982421875
-752.0986328125
-746.3994140625
-746.7978515625
-627.4482421875
-627.4482421875
-583.0986328125
-583.0986328125
-433.1494140625
-350.4990234375
-408.2998046875
-242.3486328125
-429.1494140625
-233.7490234375
-232.2001953125
-183.0498046875
-183.0498046875
-165.2490234375
-81.2001953125
-193.5498046875
-298.2998046875
-350.1005859375
-276.6494140625
-276.6494140625
-243.0498046875
-305.6494140625
-269.8994140625
-91.7001953125
7.6005859375
42.7998046875
-56.6494140625
-103.2998046875
-56.9501953125
2.7998046875
7.9501953125
7.9501953125
-83.8994140625
-155.0498046875
-116.9501953125
-2.2998046875
37.4501953125
37.4501953125
175.3505859375
104.7998046875
166.0498046875
206.2001953125
120.6005859375
14.8505859375
40.5498046875
166.7509765625
321.4501953125
538.4013671875
671.9013671875
738.3505859375
747.8505859375
846.6513671875
681.1513671875
705.2509765625
788.7509765625
733.6513671875
763.1005859375
913.8505859375
1060.7998046875
1098.6005859375
1182.5009765625
1328.5009765625
1094.3505859375
1021.7001953125
1029.9501953125
1127.6513671875
1009.2509765625
995.4013671875
995.4013671875
995.4013671875
788.4013671875
788.4013671875
923.7509765625
1004.0517578125
977.6005859375
977.6005859375
977.6005859375
977.6005859375
983.8505859375
1014.2998046875
914.5498046875
914.5498046875
997.9990234375
1000.8486328125
1048.3994140625
1048.3994140625
927.5009765625
967.7509765625
1004.3505859375
1009.1494140625
915.5009765625
1097.0009765625
1190.5009765625
1236.6005859375
1272.7509765625
1388.7509765625
1481.6494140625
1658.0498046875
1654.8994140625
1731.7001953125
1764.7998046875
1854.0498046875
1795.0009765625
1563.1005859375
1404.0498046875
1335.9501953125
1336.2509765625
1326.3994140625
1326.3994140625
1326.3994140625
1441.1494140625
1331.5986328125
1238.9482421875
1238.9482421875
1346.6982421875
1205.5478515625
1205.5478515625
1327.0478515625
1309.6982421875
1266.7490234375
1247.4482421875
1327.1982421875
1186.7978515625
1140.3974609375
1058.3486328125
797.4482421875
637.8486328125
372.9482421875
562.9482421875
656.5986328125
656.5986328125
656.5986328125
656.5986328125
753.9482421875
935.0986328125
930.0478515625
930.0478515625
881.8486328125
911.8974609375
930.0986328125
1161.9970703125
1251.7470703125
1218.3486328125
1180.5478515625
1269.9482421875
1298.3974609375
1288.5478515625
1281.2470703125
1376.2470703125
1583.1474609375
1619.6982421875
1619.6982421875
2038.5986328125
2206.8974609375
2289.4970703125
2252.9482421875
2321.1982421875
2348.8974609375
2258.1982421875
2278.1474609375
2278.1474609375
2552.0986328125
2514.0986328125
2514.0986328125
2514.0986328125
2618.9990234375
2713.3486328125
2805.2978515625
3018.6982421875
3142.6474609375
3095.3486328125
3095.3486328125
3019.2490234375
2870.7978515625
3012.0478515625
3064.2490234375
2866.4482421875
2898.2978515625
2972.1474609375
3000.6474609375
3247.9990234375
3450.8974609375
3385.7490234375
3385.7490234375
3276.0498046875
3436.2001953125
3052.6005859375
3267.7490234375
3166.3994140625
3166.3994140625
2950.8994140625
3154.4990234375
3126.2490234375
3282.6005859375
3200.4990234375
3358.2001953125
3359.2998046875
3146.7490234375
3211.2998046875
3044.8505859375
3172.0498046875
3172.0498046875
3242.7490234375
3242.7490234375
3324.2998046875
3398.9990234375
3257.1005859375
3419.4990234375
3414.7490234375
3324.1005859375
3400.3994140625
3153.2001953125
3184.8505859375
3540.7998046875
3607.6494140625
3607.6494140625
3607.6494140625
3627.1494140625
3466.2490234375
3469.2978515625
3131.2978515625
3280.2490234375
3156.9482421875
3189.2978515625
3189.2978515625
3189.2978515625
3362.1474609375
3446.9482421875
3354.8974609375
3354.8974609375
3558.1474609375
3693.2470703125
3684.5478515625
3665.8974609375
3745.8974609375
3744.9462890625
3897.5478515625
3873.9970703125
3985.0478515625
3750.6474609375
3503.7470703125
3379.1474609375
3227.0966796875
3378.2470703125
3378.2470703125
3378.2470703125
3378.2470703125
3546.1962890625
3395.7958984375
3619.2470703125
3580.6962890625
3624.0458984375
3451.6962890625
3418.5458984375
3278.3466796875
3278.3466796875
2933.3466796875
3031.0458984375
3079.8974609375
3079.8974609375
3062.5986328125
3265.8974609375
3265.8974609375
3328.8486328125
3397.5986328125
3767.4482421875
3756.8974609375
3732.2470703125
3687.9482421875
3504.4970703125
3288.4482421875
3330.4970703125
4063.6982421875
2684.2978515625
2684.2978515625
2885.3486328125
3354.0986328125
3354.0986328125
3359.7490234375
3417.8486328125
3493.7998046875
3560.4990234375
3652.7998046875
3610.8994140625
3661.8994140625
3595.9990234375
3632.7490234375
3816.2001953125
3963.7001953125
4139.3994140625
4105.4990234375
4236.8486328125
4218.7490234375
4381.3994140625
4397.0498046875
4418.7490234375
4415.4501953125
4528.0986328125
4419.3486328125
4419.3486328125
4605.5498046875
4690.0986328125
4716.3994140625
4904.2490234375
4634.2998046875
4612.6494140625
4582.4501953125
4582.4501953125
4575.0498046875
4575.0498046875
4576.2998046875
4597.5009765625
4691.3505859375
4751.1005859375
4457.8994140625
3795.7998046875
3795.7998046875
4100.7490234375
3920.2490234375
3920.2490234375
3920.2490234375
3920.2490234375
3920.2490234375
4317.6494140625
4349.1494140625
4349.1494140625
4420.4990234375
4461.7998046875
4473.4501953125
4660.8994140625
4668.0498046875
4702.6494140625
4802.2490234375
4886.2001953125
4928.9990234375
4930.1494140625
4848.9990234375
4795.3994140625
4502.4501953125
4586.7001953125
4691.3994140625
4568.7490234375
5039.2001953125
5006.7998046875
5006.7998046875
5006.7998046875
4965.7998046875
5004.0498046875
5379.1982421875
5527.2998046875
5528.6494140625
5592.3994140625
5804.2998046875
5767.1982421875
5399.0986328125
5385.1494140625
4838.3486328125
4602.8486328125
4383.9990234375
4601.3994140625
4601.3994140625
4617.8994140625
4617.8994140625
4617.8994140625
4547.2998046875
4461.2509765625
4239.7998046875
4344.0009765625
4271.0498046875
3962.0498046875
3925.4501953125
3889.3505859375
3670.7509765625
3670.7509765625
3798.4501953125
3798.4501953125
3662.9501953125
3761.9501953125
3452.9501953125
3452.9501953125
3723.7001953125
3438.9990234375
3387.8486328125
3380.9501953125
3123.0986328125
2798.7001953125
2772.3486328125
2693.4501953125
2693.4501953125
2524.8505859375
2524.8505859375
2839.5009765625
2812.1005859375
2812.1005859375
2451.3505859375
2668.2998046875
2813.2509765625
2994.3505859375
3004.6494140625
3245.6005859375
3215.0009765625
3156.2001953125
3147.2509765625
3179.0009765625
3085.8994140625
3305.5009765625
3305.5009765625
2973.2509765625
2836.1005859375
2588.9501953125
2224.7509765625
2390.7001953125
2364.9013671875
2387.4501953125
2387.4501953125
2218.9501953125
2218.8505859375
2218.8505859375
2664.6005859375
2480.7001953125
2092.0009765625
2183.8505859375
2164.8994140625
2002.4501953125
1907.4501953125
1561.8994140625
1652.0009765625
1689.1494140625
1787.7509765625
1679.1494140625
1679.1494140625
1359.0498046875
1489.7490234375
1539.7490234375
1426.5986328125
1163.5498046875
1291.6494140625
1497.4990234375
1583.8994140625
1842.7998046875
1695.4501953125
1695.4501953125
1652.5009765625
1559.5498046875
1516.1494140625
1337.7998046875
1028.0009765625
1001.4501953125
987.6005859375
885.4501953125
885.4501953125
885.4501953125
885.4501953125
865.7001953125
748.4501953125
505.8994140625
500.1005859375
497.6005859375
77.2490234375
71.8505859375
35.2001953125
289.8505859375
497.2490234375
497.2490234375
405.0498046875
442.6494140625
415.2490234375
341.9482421875
453.4990234375
779.0498046875
852.3486328125
1135.3994140625
1295.1494140625
1603.0986328125
1613.3994140625
1431.5986328125
1536.6982421875
1464.0986328125
1110.4482421875
1277.0986328125
1194.8486328125
849.1982421875
106.3486328125
106.3486328125
-30.3505859375
-30.3505859375
469.6494140625
578.2978515625
578.2978515625
852.1982421875
893.8974609375
1055.5966796875
973.3466796875
765.9970703125
1055.1474609375
1062.5966796875
1060.8466796875
1060.8466796875
1175.2978515625
1093.7470703125
1128.5478515625
987.9482421875
987.9482421875
1904.6474609375
1558.2978515625
1646.8486328125
2042.0478515625
1999.7490234375
1999.7490234375
1738.2001953125
1867.7490234375
